causa_de_muerte;sexo;periodo;muertes;poblacion;tasa_mortalidad;causa_muerte_categoría
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1990;3143;2136519;147.11;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1991;3112;2197924;141.59;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1992;3106;2264728;137.15;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1993;3036;2328741;130.37;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1994;2974;2397576;124.04;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1995;3068;2466010;124.41;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1996;3050;2540147;120.07;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1997;3298;2609082;126.4;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1998;3412;2683704;127.14;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;1999;3447;2753555;125.18;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2000;3500;2810300;124.54;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2001;3555;2872106;123.78;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2002;3729;2940001;126.84;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2003;3914;2989967;130.9;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2004;3758;3013230;124.72;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2005;4226;3020568;139.91;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2006;4089;3093602;132.18;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2007;4484;3133315;143.11;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2008;4633;3179764;145.7;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2009;4717;3252782;145.01;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2010;4584;3325137;137.86;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2011;4774;3406554;140.14;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2012;5006;3475406;144.04;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2013;4982;3535710;140.91;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2014;4815;3617044;133.12;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2015;5071;3684229;137.64;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2016;5103;3732871;136.7;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2017;5520;3789274;145.67;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2018;5885;3854490;152.68;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2019;5961;3920576;152.04;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2020;6486;3991916;162.48;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2021;6633;4038757;164.23;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2022;7314;4117903;177.61;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;2023;7029;4298082;163.54;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1980;1842;2443783;75.37;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1981;1925;2507533;76.77;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1982;1965;2558996;76.79;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1983;2152;2610435;82.44;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1984;2312;2661599;86.87;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1985;2796;2708744;103.22;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1986;2710;2774358;97.68;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1987;2867;2838657;101;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1988;3032;2922024;103.76;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1989;3135;2996228;104.63;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1990;3167;3074174;103.02;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1991;3071;3150162;97.49;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1992;3220;3228046;99.75;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1993;3241;3304288;98.08;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1994;3239;3387822;95.61;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1995;3126;3470349;90.08;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1996;3371;3560364;94.68;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1997;3449;3640110;94.75;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1998;3750;3728866;100.57;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;1999;3695;3812216;96.93;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2000;3865;3881389;99.58;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2001;4167;3954545;105.37;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2002;4089;4040546;101.2;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2003;4609;4102873;112.34;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2004;4291;4133445;103.81;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2005;4820;4149317;116.16;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2006;4813;4230548;113.77;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2007;5160;4273845;120.73;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2008;5413;4326531;125.11;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2009;5642;4405185;128.08;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2010;5458;4485264;121.69;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2011;5798;4576443;126.69;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2012;6389;4652634;137.32;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2013;6275;4717212;133.02;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2014;6317;4805632;131.45;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2015;6658;4880385;136.42;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2016;6672;4931332;135.3;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2017;7244;4995025;145.02;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2018;7684;5063964;151.74;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2019;7737;5136347;150.63;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2020;8862;5219522;169.79;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2021;9370;5272727;177.71;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2022;10215;5363899;190.44;XIV. Genitourinarias
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;2023;9756;5610155;173.90;XIV. Genitourinarias
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1980;18;1684490;1.07;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1981;23;1721573;1.34;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1982;11;1748866;0.63;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1983;15;1777165;0.84;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1984;5;1804686;0.28;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1985;24;1833591;1.31;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1986;22;1879026;1.17;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1987;49;1940681;2.52;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1988;57;2007437;2.84;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1989;33;2072463;1.59;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1990;18;2136519;0.84;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1991;39;2197924;1.77;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1992;30;2264728;1.32;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1993;36;2328741;1.55;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1994;35;2397576;1.46;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1995;24;2466010;0.97;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1996;53;2540147;2.09;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1997;42;2609082;1.61;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1998;49;2683704;1.83;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;1999;63;2753555;2.29;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2000;54;2810300;1.92;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2001;41;2872106;1.43;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2002;36;2940001;1.22;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2003;45;2989967;1.51;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2004;50;3013230;1.66;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2005;40;3020568;1.32;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2006;35;3093602;1.13;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2007;42;3133315;1.34;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2008;36;3179764;1.13;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2009;32;3252782;0.98;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2010;71;3325137;2.14;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2011;52;3406554;1.53;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2012;66;3475406;1.9;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2013;66;3535710;1.87;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2014;78;3617044;2.16;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2015;75;3684229;2.04;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2016;88;3732871;2.36;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2017;87;3789274;2.3;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2018;93;3854490;2.41;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2019;90;3920576;2.3;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2020;103;3991916;2.58;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2021;106;4038757;2.62;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2022;116;4117903;2.82;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;2023;127;4298082;2.95;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1980;25;2443783;1.02;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1981;23;2507533;0.92;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1982;13;2558996;0.51;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1983;25;2610435;0.96;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1984;11;2661599;0.41;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1985;32;2708744;1.18;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1986;27;2774358;0.97;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1987;38;2838657;1.34;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1988;50;2922024;1.71;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1989;40;2996228;1.34;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1990;38;3074174;1.24;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1991;56;3150162;1.78;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1992;45;3228046;1.39;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1993;55;3304288;1.66;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1994;31;3387822;0.92;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1995;39;3470349;1.12;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1996;43;3560364;1.21;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1997;63;3640110;1.73;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1998;60;3728866;1.61;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;1999;60;3812216;1.57;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2000;80;3881389;2.06;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2001;54;3954545;1.37;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2002;63;4040546;1.56;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2003;55;4102873;1.34;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2004;60;4133445;1.45;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2005;52;4149317;1.25;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2006;48;4230548;1.13;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2007;44;4273845;1.03;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2008;69;4326531;1.59;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2009;66;4405185;1.5;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2010;83;4485264;1.85;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2011;63;4576443;1.38;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2012;78;4652634;1.68;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2013;69;4717212;1.46;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2014;93;4805632;1.94;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2015;106;4880385;2.17;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2016;111;4931332;2.25;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2017;113;4995025;2.26;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2018;91;5063964;1.8;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2019;107;5136347;2.08;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2020;117;5219522;2.24;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2021;130;5272727;2.47;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2022;129;5363899;2.4;XVII. Congénitas
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;2023;110;5610155;1.96;XVII. Congénitas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1980;5273;1684490;313.03;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1981;5374;1721573;312.16;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1982;5358;1748866;306.37;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1983;5558;1777165;312.75;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1984;5275;1804686;292.29;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1985;5506;1833591;300.29;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1986;5039;1879026;268.17;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1987;3943;1940681;203.18;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1988;3911;2007437;194.83;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1989;3509;2072463;169.32;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1990;3672;2136519;171.87;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1991;3327;2197924;151.37;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1992;2864;2264728;126.46;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1993;2683;2328741;115.21;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1994;2516;2397576;104.94;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1995;2514;2466010;101.95;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1996;2864;2540147;112.75;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1997;2559;2609082;98.08;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1998;2546;2683704;94.87;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;1999;2981;2753555;108.26;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2000;3030;2810300;107.82;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2001;3105;2872106;108.11;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2002;3130;2940001;106.46;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2003;3280;2989967;109.7;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2004;3253;3013230;107.96;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2005;3366;3020568;111.44;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2006;3266;3093602;105.57;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2007;3360;3133315;107.23;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2008;3438;3179764;108.12;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2009;3415;3252782;104.99;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2010;3358;3325137;100.99;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2011;3275;3406554;96.14;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2012;3076;3475406;88.51;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2013;2846;3535710;80.49;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2014;2762;3617044;76.36;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2015;3046;3684229;82.68;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2016;2665;3732871;71.39;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2017;3052;3789274;80.54;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2018;3264;3854490;84.68;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2019;3328;3920576;84.89;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2020;3194;3991916;80.01;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2021;2988;4038757;73.98;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2022;3242;4117903;78.73;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;2023;3034;4298082;70.59;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1980;7751;2443783;317.17;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1981;7762;2507533;309.55;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1982;7741;2558996;302.5;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1983;8434;2610435;323.09;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1984;7596;2661599;285.39;XVIII. Otros síntomas
